Column,x
30986,Changes in workforce March 2006 - March 2010_% Change from March 2006_Specialist functions
30987,Changes in workforce March 2006 - March 2010_% Change from March 2006_Investigation
30988,Changes in workforce March 2006 - March 2010_% Change from March 2006_Intelligence
30989,Changes in workforce March 2006 - March 2010_% Change from March 2006_Forensics
30990,Changes in workforce March 2006 - March 2010_% Change from March 2006_Operational support
30991,Changes in workforce March 2006 - March 2010_% Change from March 2006_Dealing with the public
30992,Changes in workforce March 2006 - March 2010_% Change from March 2006_Criminal justice
30993,Changes in workforce March 2006 - March 2010_% Change from March 2006_Custody
30994,Changes in workforce March 2006 - March 2010_% Change from March 2006_Business support
30995,Changes in workforce March 2006 - March 2010_% Change from March 2006_Training
30996,Changes in workforce March 2006 - March 2010_% Change from March 2006_Other
30997,Changes in workforce March 2006 - March 2010_% Change from March 2006_Local policing
30998,Changes in workforce March 2006 - March 2010_% Change from March 2006_Total
30999,Business Support staff FTE per 100 total FTE_As at 31/03/2010_IT/Communications
31000,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Corporate development
31001,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Personnel/HR
31002,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Finance
31003,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Complaints & discipline
31004,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Press & public relations
31005,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Occupational health and welfare
31006,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Staff associations
31007,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Other admin/ clerical
31008,Business Support staff FTE per 100 total FTE_As at 31/03/2010_Total
31009,"Investigation staff FTE per 1,000 population_As at 31/03/2010_CID (includes special crime unit) "
31010,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Child/sex/ domestic"
31011,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Fraud"
31012,"Investigation staff FTE per 1,000 population_As at 31/03/2010_HOLMES unit"
31013,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Drugs"
31014,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Asset confiscation"
31015,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Vehicle crime"
31016,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Vice"
31017,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Burglary"
31018,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Hate crime"
31019,"Investigation staff FTE per 1,000 population_As at 31/03/2010_Total"
31020,Operational Support staff FTE per 100 workforce_As at 31/03/2010_ACPO and directors
31021,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Departmental heads
31022,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Local commanders
31023,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Total senior management
31024,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Crime & incident management
31025,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Criminal records office
31026,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Vehicle workshop/ fleet
31027,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Operational planning
31028,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Property
31029,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Drivers
31030,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Coroner's officer
31031,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Staff officers
31032,Operational Support staff FTE per 100 workforce_As at 31/03/2010_Total
31033,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Firearms - tactical"
31034,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Dogs"
31035,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Surveillance unit"
31036,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Firearms/ explosives"
31037,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Technical support unit"
31038,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Air"
31039,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Mounted"
31040,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Underwater"
31041,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Marine"
31042,"Specialist Functions staff FTE per 1,000 population_As at 31/03/2010_Total"
31043,Post Unique Reference
31044,Name
31045,Grade (or equivalent)
31046,Job Title
31047,Job/Team Function
31048,Parent Department
31049,Organisation
31050,Unit
31051,Contact Phone
31052,Contact E-mail
31053,Reports to Senior Post
31054,Salary Cost of Reports (£)
31055,FTE
31056,Actual Pay Floor (£)
31057,Actual Pay Ceiling (£)
31058,V16
31059,Professional/Occupational Group
31060,Notes
31061,Valid?
31062,Post Unique Reference
31063,Name
31064,Grade
31065,Job Title
31066,Job/Team Function
31067,Parent Department
31068,Organisation
31069,Unit
31070,Contact Phone
31071,Contact E-mail
31072,Reports to Senior Post
31073,Salary Cost of Reports (£)
31074,FTE
31075,Actual Pay Floor (£)
31076,Actual Pay Ceiling (£)
31077,V16
31078,Profession
31079,Notes
31080,Valid?
31081,Parent Department
31082,Organisation
31083,Unit
31084,Reporting Senior Post
31085,Grade
31086,Payscale Minimum (£)
31087,Payscale Maximum (£)
31088,Generic Job Title
31089,Number of Posts in FTE
31090,Profession
31091,Post Unique Reference
31092,Name
31093,Grade
31094,Job Title
31095,Job/Team Function
31096,Parent Department
31097,Organisation
31098,Unit
31099,Contact Phone
31100,Contact E-mail
31101,Reports to Senior Post
31102,Salary Cost of Reports (£)
31103,FTE
31104,Actual Pay Floor (£)
31105,Actual Pay Ceiling (£)
31106,Total Pay (£)
31107,Professional/Occupational Group
31108,Notes
31109,Valid?
31110,Parent Department
31111,Organisation
31112,Unit
31113,Reporting Senior Post
31114,Grade
31115,Payscale Minimum (£)
31116,Payscale Maximum (£)
31117,Generic Job Title
31118,Number of Posts in FTE
31119,Professional/Occupational Group
31120,Valid?
31121,Parent Department
31122,Organisation
31123,Unit
31124,Reporting Senior Post
31125,Grade
31126,Payscale Minimum (£)
31127,Payscale Maximum (£)
31128,Generic Job Title
31129,Number of Posts in FTE
31130,Professional/Occupational Group
31131,Valid?
31132,A Valid?
31133,B Valid?
31134,C Valid?
31135,D Valid?
31136,E Valid?
31137,F Valid?
31138,G Valid?
31139,H Valid?
31140,I Valid?
31141,J Valid?
31142,Row Blank?
31143,V23
31144,This Sheet Valid?
31145,Post Unique Reference
31146,Name
31147,Grade (or equivalent)
31148,Job Title
31149,Job/Team Function
31150,Parent Department
31151,Organisation
31152,Unit
31153,Contact Phone
31154,Contact E-mail
31155,Reports to Senior Post
31156,Salary Cost of Reports (£)
31157,FTE
31158,Actual Pay Floor (£)
31159,Actual Pay Ceiling (£)
31160,V16
31161,Professional/Occupational Group
31162,Notes
31163,Valid?
31164,Parent Department
31165,Organisation
31166,Unit
31167,Reporting Senior Post
31168,Grade
31169,Payscale Minimum (£)
31170,Payscale Maximum (£)
31171,Generic Job Title
31172,Number of Posts in FTE
31173,Professional/Occupational Group
31174,Post Unique Reference
31175,Name
31176,Grade (or equivalent)
31177,Job Title
31178,Job/Team Function
31179,Parent Department
31180,Organisation
31181,Unit
31182,Contact Phone
31183,Contact E-mail
31184,Reports to Senior Post
31185,Salary Cost of Reports (£)
31186,FTE
31187,Actual Pay Floor (£)
31188,Actual Pay Ceiling (£)
31189,V16
31190,Professional/Occupational Group
31191,Notes
31192,Valid?
31193,Parent Department
31194,Organisation
31195,Unit
31196,Reporting Senior Post
31197,Grade
31198,Payscale Minimum (£)
31199,Payscale Maximum (£)
31200,Generic Job Title
31201,Number of Posts in FTE
31202,Professional/Occupational Group
31203,Post Unique Reference
31204,Name
31205,Grade (or equivalent)
31206,Job Title
31207,Job/Team Function
31208,Parent Department
31209,Organisation
31210,Unit
31211,Contact Phone
31212,Contact E-mail
31213,Reports to Senior Post
31214,Salary Cost of Reports (£)
31215,FTE
31216,Actual Pay Floor (£)
31217,Actual Pay Ceiling (£)
31218,V16
31219,Professional/Occupational Group
31220,Notes
31221,Valid?
31222,Parent Department
31223,Organisation
31224,Unit
31225,Reporting Senior Post
31226,Grade
31227,Payscale Minimum (£)
31228,Payscale Maximum (£)
31229,Generic Job Title
31230,Number of Posts in FTE
31231,Professional/Occupational Group
31232,post_date
31233,Category
31234,Spend
31235,post_date
31236,Category
31237,Spend
31238,Post Unique Reference
31239,Name
31240,Grade
31241,Job Title
31242,Job/Team Function
31243,Parent Department
31244,Organisation
31245,Unit
31246,Contact Phone
31247,Contact E-mail
31248,Reports to Senior Post
31249,Salary Cost of Reports (£)
31250,FTE
31251,Actual Pay Floor (£)
31252,Actual Pay Ceiling (£)
31253,Total Pay (£)
31254,Profession
31255,Notes
31256,Valid?
31257,Parent Department
31258,Organisation
31259,Unit
31260,Reporting Senior Post
31261,Grade
31262,Payscale Minimum (£)
31263,Payscale Maximum (£)
31264,Generic Job Title
31265,Number of Posts in FTE
31266,Profession
31267,Dept Family
31268,Entity
31269,Date
31270,Expense Type
31271,Expense Area
31272,Supplier
31273,Transaction Number
31274,Amount
31275,Description
31276,Authority Name
31277,Date of Payment
31278,SAP Document Number
31279,Gross
31280,VAT
31281,Net
31282,Supplier Name
31283,Directorate
31284,G/L Description
31285,Authority Name
31286,Date of Payment
31287,SAP Document Number
31288,Gross
31289,VAT
31290,Net
31291,Supplier Name
31292,Directorate
31293,G/L Description
31294,Authority Name
31295,Date of Payment
31296,SAP Document Number
31297,Gross
31298,VAT
31299,Net
31300,Supplier Name
31301,Directorate
31302,G/L Description
31303,Department Family
31304,Entity
31305,Date
31306,Expense Type
31307,Expense Area
31308,Supplier
31309,Transaction Number
31310,Amount
31311,VAT Registration Number
31312,Department Family
31313,Entity
31314,Date
31315,Expense Type
31316,Expense Area
31317,Supplier
31318,Transaction Number
31319,Amount
31320,VAT Registration Number
31321,Department Family
31322,Entity
31323,Date
31324,Expense Type
31325,Expense Area
31326,Supplier
31327,Transaction Number
31328,Amount
31329,VAT Registration Number
31330,Department Family
31331,Entity
31332,Date
31333,Expense Type
31334,Expense Area
31335,Supplier
31336,Transaction Number
31337,Amount
31338,VAT Registration Number
31339,Department Family
31340,Entity
31341,Date
31342,Expense Type
31343,Expense Area
31344,Supplier
31345,Transaction Number
31346,Amount
31347,VAT Registration Number
31348,Department Family
31349,Entity
31350,Date
31351,Expense Type
31352,Expense Area
31353,Supplier
31354,Transaction Number
31355,Amount
31356,VAT Registration Number
31357,Department Family
31358,Entity
31359,Date
31360,Expense Type
31361,Expense Area
31362,Supplier
31363,Transaction Number
31364,Amount
31365,VAT Registration Number
31366,Department Family
31367,Entity
31368,Date
31369,Expense Type
31370,Expense Area
31371,Supplier
31372,Transaction Number
31373,Amount
31374,VAT Registration Number
31375,Department Family
31376,Entity
31377,Date
31378,Expense Type
31379,Expense Area
31380,Supplier
31381,Transaction Number
31382,Amount
31383,VAT Registration Number
31384,Department Family
31385,Entity
31386,Date
31387,Expense Type
31388,Expense Area
31389,Supplier
31390,Transaction Number
31391,Amount
31392,VAT Registration Number
31393,Department Family
31394,Entity
31395,Date
31396,Expense Type
31397,Expense Area
31398,Supplier
31399,Transaction Number
31400,Amount
31401,VAT Registration Number
31402,Department Family
31403,Entity
31404,Date
31405,Expense Type
31406,Expense Area
31407,Supplier
31408,Transaction Number
31409,Amount
31410,VAT Registration Number
31411,Department Family
31412,Entity
31413,Date
31414,Expense Type
31415,Expense Area
31416,Supplier
31417,Transaction Number
31418,Amount
31419,VAT Registration Number
31420,Department Family
31421,Entity
31422,Date
31423,Expense Type
31424,Expense Area
31425,Supplier
31426,Transaction Number
31427,Amount
31428,VAT Registration Number
31429,Department Family
31430,Entity
31431,Date
31432,Expense Type
31433,Expense Area
31434,Supplier
31435,Transaction Number
31436,Amount
31437,VAT Registration Number
31438,Department Family
31439,Entity
31440,Date
31441,Expense Type
31442,Expense Area
31443,Supplier
31444,Transaction Number
31445,Amount
31446,Description
31447,Supplier Postcode
31448,Supplier Type
31449,Contract Number
31450,Project Code
31451,Expenditure Type
31452,Department Family
31453,Entity
31454,Date
31455,Expense Type
31456,Expense Area
31457,Supplier
31458,Transaction Number
31459,Amount
31460,Description
31461,Supplier Postcode
31462,Supplier Type
31463,Contract Number
31464,Project Code
31465,Expenditure Type
31466,Department Family
31467,Entity
31468,Date
31469,Expense Type
31470,Expense Area
31471,Supplier
31472,Transaction Number
31473,Amount
31474,Description
31475,Supplier Postcode
31476,Supplier Type
31477,Contract Number
31478,Project Code
31479,Expenditure Type
31480,Department Family
31481,Entity
31482,Date
31483,Expense Type
31484,Expense Area
31485,Supplier
31486,Transaction Number
31487,Amount
31488,Description
31489,Supplier Postcode
31490,Supplier Type
31491,Contract Number
31492,Project Code
31493,Expenditure Type
31494,Department Family
31495,Entity
31496,Date
31497,Expense Type
31498,Expense Area
31499,Supplier
31500,Transaction Number
31501,Amount
31502,Description
31503,Supplier Postcode
31504,Supplier Type
31505,Contract Number
31506,Project Code
31507,Expenditure Type
31508,Department Family
31509,Entity
31510,Date
31511,Expense Type
31512,Expense Area
31513,Supplier
31514,Transaction Number
31515,Amount
31516,Description
31517,Supplier Postcode
31518,Supplier Type
31519,Contract Number
31520,Project Code
31521,Expenditure Type
31522,Department Family
31523,Entity
31524,Date
31525,Expense Type
31526,Expense Area
31527,Supplier
31528,Transaction Number
31529,Amount
31530,Description
31531,Supplier Postcode
31532,Supplier Type
31533,Contract Number
31534,Project Code
31535,Expenditure Type
31536,Department Family
31537,Entity
31538,Date
31539,Expense Type
31540,Expense Area
31541,Supplier
31542,Transaction Number
31543,Amount
31544,Description
31545,Supplier Postcode
31546,Supplier Type
31547,Contract Number
31548,Project Code
31549,Expenditure Type
31550,Department Family
31551,Entity
31552,Date
31553,Expense Type
31554,Expense Area
31555,Supplier
31556,Transaction Number
31557,Amount
31558,Description
31559,Supplier Postcode
31560,Supplier Type
31561,Contract Number
31562,Project Code
31563,Expenditure Type
31564,Department Family
31565,Entity
31566,Date
31567,Expense Type
31568,Expense Area
31569,Supplier
31570,Transaction Number
31571,Amount
31572,Description
31573,Supplier Postcode
31574,Supplier Type
31575,Contract Number
31576,Project Code
31577,Expenditure Type
31578,Department Family
31579,Entity
31580,Date
31581,Expense Type
31582,Expense Area
31583,Supplier
31584,Transaction Number
31585,Amount
31586,Description
31587,Supplier Postcode
31588,Supplier Type
31589,Contract Number
31590,Project Code
31591,Expenditure Type
31592,Department Family
31593,Entity
31594,Date
31595,Expense Type
31596,Expense Area
31597,Supplier
31598,Transaction Number
31599,Amount
31600,Description
31601,Supplier Postcode
31602,Supplier Type
31603,Contract Number
31604,Project Code
31605,Expenditure Type
31606,Department Family
31607,Entity
31608,Date
31609,Expense Type
31610,Expense Area
31611,Supplier
31612,Transaction Number
31613,Amount
31614,Description
31615,Supplier Postcode
31616,Supplier Type
31617,Contract Number
31618,Project Code
31619,Expenditure Type
31620,Department Family
31621,Entity
31622,Date
31623,Expense Type
31624,Expense Area
31625,Supplier
31626,Transaction Number
31627,Amount
31628,Description
31629,Supplier Postcode
31630,Supplier Type
31631,Contract Number
31632,Project Code
31633,Expenditure Type
31634,Department Family
31635,Entity
31636,Date
31637,Expense Type
31638,Expense Area
31639,Supplier
31640,Transaction Number
31641,Amount
31642,Description
31643,Supplier Postcode
31644,Supplier Type
31645,Contract Number
31646,Project Code
31647,Expenditure Type
31648,Department Family
31649,Entity
31650,Date
31651,Expense Type
31652,Expense Area
31653,Supplier
31654,Transaction Number
31655,Amount
31656,Description
31657,Supplier Postcode
31658,Supplier Type
31659,Contract Number
31660,Project Code
31661,Expenditure Type
31662,Department Family
31663,Entity
31664,Date
31665,Expense Type
31666,Expense Area
31667,Supplier
31668,Transaction Number
31669,Amount
31670,Description
31671,Supplier Postcode
31672,Supplier Type
31673,Contract Number
31674,Project Code
31675,Expenditure Type
31676,Department Family
31677,Entity
31678,Date
31679,Expense Type
31680,Expense Area
31681,Supplier
31682,Transaction Number
31683,Amount
31684,Description
31685,Supplier Postcode
31686,Supplier Type
31687,Contract Number
31688,Project Code
31689,Expenditure Type
31690,Department Family
31691,Entity
31692,Date
31693,Expense Type
31694,Expense Area
31695,Supplier
31696,Transaction Number
31697,Amount
31698,Description
31699,Supplier Postcode
31700,Supplier Type
31701,Contract Number
31702,Project Code
31703,Expenditure Type
31704,Department Family
31705,Entity
31706,Date
31707,Expense Type
31708,Expense Area
31709,Supplier
31710,Transaction Number
31711,Amount
31712,Description
31713,Supplier Postcode
31714,Supplier Type
31715,Contract Number
31716,Project Code
31717,Expenditure Type
31718,The resource you are looking for has been removed
31719, had its name changed
31720, or is temporarily unavailable.
31721,The resource you are looking for has been removed
31722, had its name changed
31723, or is temporarily unavailable.
31724,The resource you are looking for has been removed
31725, had its name changed
31726, or is temporarily unavailable.
31727,The resource you are looking for has been removed
31728, had its name changed
31729, or is temporarily unavailable.
31730,The resource you are looking for has been removed
31731, had its name changed
31732, or is temporarily unavailable.
31733,The resource you are looking for has been removed
31734, had its name changed
31735, or is temporarily unavailable.
31736,The resource you are looking for has been removed
31737, had its name changed
31738, or is temporarily unavailable.
31739,The resource you are looking for has been removed
31740, had its name changed
31741, or is temporarily unavailable.
31742,The resource you are looking for has been removed
31743, had its name changed
31744, or is temporarily unavailable.
31745,The resource you are looking for has been removed
31746, had its name changed
31747, or is temporarily unavailable.
31748,The resource you are looking for has been removed
31749, had its name changed
31750, or is temporarily unavailable.
31751,The resource you are looking for has been removed
31752, had its name changed
31753, or is temporarily unavailable.
31754,The resource you are looking for has been removed
31755, had its name changed
31756, or is temporarily unavailable.
31757,The resource you are looking for has been removed
31758, had its name changed
31759, or is temporarily unavailable.
31760,The resource you are looking for has been removed
31761, had its name changed
31762, or is temporarily unavailable.
31763,The resource you are looking for has been removed
31764, had its name changed
31765, or is temporarily unavailable.
31766,The resource you are looking for has been removed
31767, had its name changed
31768, or is temporarily unavailable.
31769,The resource you are looking for has been removed
31770, had its name changed
31771, or is temporarily unavailable.
31772,The resource you are looking for has been removed
31773, had its name changed
31774, or is temporarily unavailable.
31775,The resource you are looking for has been removed
31776, had its name changed
31777, or is temporarily unavailable.
31778,The resource you are looking for has been removed
31779, had its name changed
31780, or is temporarily unavailable.
31781,The resource you are looking for has been removed
31782, had its name changed
31783, or is temporarily unavailable.
31784,The resource you are looking for has been removed
31785, had its name changed
31786, or is temporarily unavailable.
31787,The resource you are looking for has been removed
31788, had its name changed
31789, or is temporarily unavailable.
31790,The resource you are looking for has been removed
31791, had its name changed
31792, or is temporarily unavailable.
31793,The resource you are looking for has been removed
31794, had its name changed
31795, or is temporarily unavailable.
31796,The resource you are looking for has been removed
31797, had its name changed
31798, or is temporarily unavailable.
31799,The resource you are looking for has been removed
31800, had its name changed
31801, or is temporarily unavailable.
31802,The resource you are looking for has been removed
31803, had its name changed
31804, or is temporarily unavailable.
31805,The resource you are looking for has been removed
31806, had its name changed
31807, or is temporarily unavailable.
31808,The resource you are looking for has been removed
31809, had its name changed
31810, or is temporarily unavailable.
31811,The resource you are looking for has been removed
31812, had its name changed
31813, or is temporarily unavailable.
31814,The resource you are looking for has been removed
31815, had its name changed
31816, or is temporarily unavailable.
31817,The resource you are looking for has been removed
31818, had its name changed
31819, or is temporarily unavailable.
31820,The resource you are looking for has been removed
31821, had its name changed
31822, or is temporarily unavailable.
31823,The resource you are looking for has been removed
31824, had its name changed
31825, or is temporarily unavailable.
31826,The resource you are looking for has been removed
31827, had its name changed
31828, or is temporarily unavailable.
31829,The resource you are looking for has been removed
31830, had its name changed
31831, or is temporarily unavailable.
31832,The resource you are looking for has been removed
31833, had its name changed
31834, or is temporarily unavailable.
31835,The resource you are looking for has been removed
31836, had its name changed
31837, or is temporarily unavailable.
31838,Parent Department
31839,Organisation
31840,Unit
31841,Reporting Senior Post
31842,Grade
31843,Payscale Minimum (£)
31844,Payscale Maximum (£)
31845,Generic Job Title
31846,Number of Posts in FTE
31847,Professional/Occupational Group
31848,Post Unique Reference
31849,Name
31850,Grade (or equivalent)
31851,Job Title
31852,Job/Team Function
31853,Parent Department
31854,Organisation
31855,Unit
31856,Contact Phone
31857,Contact E-mail
31858,Reports to Senior Post
31859,Salary Cost of Reports (£)
31860,FTE
31861,Actual Pay Floor (£)
31862,Actual Pay Ceiling (£)
31863,V16
31864,Professional/Occupational Group
31865,Notes
31866,Valid?
31867,Departmental Family
31868,Entity
31869,Date
31870,Expense Type Lookup
31871,Expense Area Lookup
31872,Supplier
31873,Transaction Number
31874,Amount
31875,Departmental Family
31876,Entity
31877,Date
31878,Expense Type
31879,Expense Area
31880,Supplier
31881,Transaction Number
31882,Amount
31883,Departmental Family
31884,Entity
31885,Date
31886,Expense Type
31887,Expense Area
31888,Supplier
31889,Transaction Number
31890,Amount
31891,Departmental Family
31892,Entity
31893,Date
31894,Expense Type
31895,Expense Area
31896,Supplier
31897,Transaction Number
31898,Amount
31899,Departmental Family
31900,Entity
31901,Date
31902,Expense Type
31903,Expense Area
31904,Supplier
31905,Transaction Number
31906,Amount
31907,Departmental Family
31908,Entity
31909,Date
31910,Expense Type
31911,Expense Area
31912,Supplier
31913,Transaction Number
31914,Amount
31915,Departmental Family
31916,Entity
31917,Date
31918,Expense Type
31919,Expense Area
31920,Supplier
31921,Transaction Number
31922,Amount
31923,Departmental Family
31924,Entity
31925,Date
31926,Expense Type
31927,Expense Area
31928,Supplier
31929,Transaction Number
31930,Amount
31931,Departmental Family
31932,Entity
31933,Date
31934,Expense Type Lookup
31935,Expense Area Lookup
31936,Supplier
31937,Transaction Number
31938,Amount
31939,Departmental Family
31940,Entity
31941,Date
31942,Expense Type
31943,Expense Area
31944,Supplier
31945,Transaction Number
31946,Amount
31947,Departmental Family
31948,Entity
31949,Date
31950,Expense Type
31951,Expense Area
31952,Supplier
31953,Transaction Number
31954,Amount
31955,Departmental Family
31956,Entity
31957,Date
31958,Expense Type
31959,Expense Area
31960,Supplier
31961,Transaction Number
31962,Amount
31963,Departmental Family
31964,Entity
31965,Date
31966,Expense Type
31967,Expense Area
31968,Supplier
31969,Supplier Type
31970,Expense Type Description
31971,Transaction Number
31972,Amount
31973,Departmental Family
31974,Entity
31975,Date
31976,Expence Type
31977,Expense Area
31978,Supplier
31979,Supplier Type
31980,Expenditure Description
31981,Transaction Number
31982,Amount
31983,Count
31984,Department
31985,Public Body
31986,Type of Body
31987,Headline
31988,"Reform Date
(latest estimate)"
31989,A3131
31990,V2
31991,V3
31992,V4
31993,V5
31994,V6
31995,V7
31996,V8
31997,V9
31998,Expenditure Over Threshold
31999,Customer
32000,Number of Travellers
32001,Total Cost ex VAT
32002,Travel Class
32003,Ticket Single or Return
32004,Travel Date
32005,Journey Start Point
32006,Journey Finish Point
32007,Air Carrier
32008,A3131
32009,V2
32010,V3
32011,V4
32012,V5
32013,V6
32014,V7
32015,V8
32016,V9
32017,Expenditure Over Threshold
32018,The resource you are looking for has been removed
32019, had its name changed
32020, or is temporarily unavailable.
32021,The resource you are looking for has been removed
32022, had its name changed
32023, or is temporarily unavailable.
32024,The resource you are looking for has been removed
32025, had its name changed
32026, or is temporarily unavailable.
32027,The resource you are looking for has been removed
32028, had its name changed
32029, or is temporarily unavailable.
32030,The resource you are looking for has been removed
32031, had its name changed
32032, or is temporarily unavailable.
32033,The resource you are looking for has been removed
32034, had its name changed
32035, or is temporarily unavailable.
32036,The resource you are looking for has been removed
32037, had its name changed
32038, or is temporarily unavailable.
32039,The resource you are looking for has been removed
32040, had its name changed
32041, or is temporarily unavailable.
32042,The resource you are looking for has been removed
32043, had its name changed
32044, or is temporarily unavailable.
32045,Expense Report ID
32046,Transaction Dt
32047,Billed Amount
32048,Merchant Name
32049,Justification
32050,Expense Report ID
32051,Transaction Dt
32052,Billed Amount
32053,Merchant Name
32054,Justification
32055,Expense Report ID
32056,Transaction Dt
32057,Billed Amount
32058,Merchant Name
32059,Justification
32060,Expense Report ID
32061,Transaction Dt
32062,Billed Amount
32063,Merchant Name
32064,Justification
32065,Expense Report ID
32066,Transaction Dt
32067,Billed Amount
32068,Merchant Name
32069,Justification
32070,Expense Report ID
32071,Transaction Dt
32072,Billed Amount
32073,Merchant Name
32074,Justification
32075,Expense Report ID
32076,Transaction Dt
32077,Billed Amount
32078,Merchant Name
32079,Justification
32080,Expense Report ID
32081,Transaction Dt
32082,Billed Amount
32083,Merchant Name
32084,Expense Report ID
32085,Transaction Dt
32086,Billed Amount
32087,Merchant Name
32088,Expense Report ID
32089,Transaction Dt
32090,Billed Amount
32091,Merchant Name
32092,Expense Report ID
32093,Transaction Dt
32094,Billed Amount
32095,Merchant Name
32096,Expense Report ID
32097,Transaction Dt
32098,Billed Amount
32099,Merchant Name
32100,Expense Report ID
32101,Transaction Dt
32102,Billed Amount
32103,Merchant Name
32104,Expense Report ID
32105,Transaction Dt
32106,Billed Amount
32107,Merchant Name
32108,Expense Report ID
32109,Transaction Dt
32110,Billed Amount
32111,Merchant Name
32112,Expense Report ID
32113,Transaction Dt
32114,Billed Amount
32115,Merchant Name
32116,Expense Report ID
32117,Transaction Dt
32118,Billed Amount
32119,Merchant Name
32120,Expense Report ID
32121,Transaction Dt
32122,Billed Amount
32123,Merchant Name
32124,Expense Report ID
32125,Transaction Dt
32126,Billed Amount
32127,Merchant Name
32128,Department Family
32129,Entity
32130,Date
32131,Expense Type
32132,Expense Area
32133,Supplier
32134,Transaction Number
32135,Amount
32136,Department Family
32137,Entity
32138,Date
32139,Expense Type
32140,Expense Area
32141,Supplier
32142,Transaction Number
32143,Amount
32144,Department Family
32145,Entity
32146,Date
32147,Expense Type
32148,Expense Area
32149,Supplier
32150,Transaction Number
32151,Total
32152,Department Family
32153,Entity
32154,Date
32155,Expense Type
32156,Expense Area
32157,Supplier
32158,Transaction Number
32159,Amount
32160,Department Family
32161,Entity
32162,Date
32163,Expense Type
32164,Expense Area
32165,Supplier
32166,Transaction Number
32167,Amount
32168,Department Family
32169,Entity
32170,Date
32171,Expense Type
32172,Expense Area
32173,Supplier
32174,Transaction Number
32175,Amount
32176,Department Family
32177,Entity
32178,Date
32179,Expense Type
32180,Expense Area
32181,Supplier
32182,Transaction Number
32183,Amount
32184,Department Family
32185,Entity
32186,Date
32187,Expense Type
32188,Expense Area
32189,Supplier
32190,Transaction Number
32191,Total
32192,Department Family
32193,Entity
32194,Date
32195,Expense Type
32196,Expense Area
32197,Supplier
32198,Transaction Number
32199,Total
32200,Department Family
32201,Entity
32202,Date
32203,Expense Type
32204,Expense Area
32205,Supplier
32206,Transaction Number
32207,Total
32208,Department Family
32209,Entity
32210,Date
32211,Expense Type
32212,Expense Area
32213,Supplier
32214,Transaction Number
32215,Amount
32216,Department Family
32217,Entity
32218,Date
32219,Expense Type
32220,Expense Area
32221,Supplier
32222,Transaction Number
32223,Amount
32224,Department Family
32225,Entity
32226,Date
32227,Expense Type
32228,Expense Area
32229,Supplier
32230,Transaction Number
32231,Amount
32232,Department Family
32233,Entity
32234,Date
32235,Expense Type
32236,Expense Area
32237,Supplier
32238,Transaction Number
32239,Total
32240,Department Family
32241,Entity
32242,Date
32243,Expense Type
32244,Expense Area
32245,Supplier
32246,Transaction Number
32247,Total
32248,Department Family
32249,Entity
32250,Date
32251,Expense Type
32252,Expense Area
32253,Supplier
32254,Transaction Number
32255,Amount
32256,Department Family
32257,Entity
32258,Date
32259,Expense Type
32260,Expense Area
32261,Supplier
32262,Transaction Number
32263,Total
32264,Description
32265,Department Family
32266,Entity
32267,Date
32268,Expense Type
32269,Expense Area
32270,Supplier
32271,Transaction Number
32272,Amount
32273,Description
32274,Department Family
32275,Entity
32276,Date
32277,Expense Type
32278,Expense Area
32279,Supplier
32280,Transaction Number
32281,Amount
32282,Description
32283,Department Family
32284,Entity
32285,Date
