date.s..conducted,polling.organisation.client,sample.size,cons,lab,lib.dem,ukip,others,lead,sortdate,year
9-11 Jun,Ipsos-MORI/Evening Standard,1016,31,40,10,6,13,9,11/06/2012,2012
11-12 Jun,YouGov/The Sun,1699,33,43,8,8,8,10,12/06/2012,2012
12-13 Jun,YouGov/The Sun,1675,31,43,9,9,8,12,13/06/2012,2012
13-14 Jun,YouGov/The Sun,1711,31,43,9,8,9,12,14/06/2012,2012
14-15 Jun,YouGov/The Sunday Times,1761,32,44,9,8,8,12,15/06/2012,2012
13-15 Jun,ComRes/Independent on Sunday; Sunday Mirror,2014,32,42,9,10,7,10,15/06/2012,2012
15-17 Jun,Populus/The Times,1503,33,41,9,5,12,8,17/06/2012,2012
17-18 Jun,YouGov/The Sun,1716,33,44,7,8,8,11,18/06/2012,2012
18-19 Jun,YouGov/The Sun,1727,34,44,7,6,8,10,19/06/2012,2012
19-20 Jun,YouGov/The Sun,1752,34,41,10,8,7,7,20/06/2012,2012
20-21 Jun,YouGov/The Sun,1642,33,43,8,8,7,10,21/06/2012,2012
21-22 Jun,YouGov/The Sunday Times,1734,34,43,9,8,5,9,22/06/2012,2012
22-24 Jun,ICM/The Guardian,1002,34,39,14,3,10,5,24/06/2012,2012
24-25 Jun,YouGov/The Sun,1697,32,43,11,7,7,11,25/06/2012,2012
25-26 Jun,YouGov/The Sun,1614,34,42,11,7,6,8,26/06/2012,2012
26-27 Jun,YouGov/The Sun,1751,31,45,9,7,8,14,27/06/2012,2012
27-28 Jun,YouGov/The Sun,1764,32,43,10,7,8,11,28/06/2012,2012
28-29 Jun,YouGov/The Sunday Times,1760,34,43,9,6,8,9,29/06/2012,2012
1-2 Jul,YouGov/The Sun,1748,34,44,8,8,7,10,02/07/2012,2012
2-3 Jul,YouGov/The Sun,1730,35,42,10,7,6,7,03/07/2012,2012
3-4 Jul,YouGov/The Sun,1761,33,44,8,7,9,11,04/07/2012,2012
4-5 Jul,YouGov/The Sun,1762,35,43,8,8,6,8,05/07/2012,2012
5-6 Jul,YouGov/The Sunday Times,1712,32,43,8,8,9,11,06/07/2012,2012
8-9 Jul,YouGov/The Sun,1721,35,44,7,6,8,9,09/07/2012,2012
9-10 Jul,YouGov/The Sun,1697,33,43,11,6,7,10,10/07/2012,2012
10-11 Jul,YouGov/The Sun,1696,35,42,9,8,7,7,11/07/2012,2012
11-12 Jul,YouGov/The Sun,1759,34,42,9,7,9,8,12/07/2012,2012
13-Jul,Opinium,1951,32,42,9,8,9,10,13/07/2012,2012
12-13 Jul,YouGov/The Sunday Times,1752,34,43,9,7,7,9,13/07/2012,2012
15-16 Jul,YouGov/The Sun,1724,33,44,9,8,6,11,16/07/2012,2012
14-16 Jul,Ipsos-MORI/Evening Standard,1006,31,44,12,5,8,13,16/07/2012,2012
16-17 Jul,YouGov/The Sun,1690,34,43,8,7,7,9,17/07/2012,2012
17-18 Jul,YouGov/The Sun,1774,33,43,8,7,9,10,18/07/2012,2012
18-19 Jul,YouGov/The Sun,1658,34,42,9,7,8,8,19/07/2012,2012
19-20 Jul,YouGov/The Sunday Times,1617,34,43,11,7,6,9,20/07/2012,2012
22-23 Jul,YouGov/The Sun,1730,33,43,9,8,7,10,23/07/2012,2012
23-24 Jul,YouGov/The Sun,1745,33,44,9,7,7,11,24/07/2012,2012
24-25 Jul,YouGov/The Sun,1766,33,44,9,7,7,11,25/07/2012,2012
25-26 Jul,YouGov/The Sun,1702,33,42,9,7,9,9,26/07/2012,2012
26-27 Jul,YouGov/The Sunday Times,1751,33,42,9,8,8,9,27/07/2012,2012
29-30 Jul,YouGov/The Sun,1736,33,44,9,7,7,11,30/07/2012,2012
30-31 Jul,YouGov/The Sun,1704,34,42,10,6,8,8,31/07/2012,2012
31 Jul-1 Aug,YouGov/The Sun,1744,32,43,10,8,7,11,01/08/2012,2012
1-2 Aug,YouGov/The Sun,1654,33,44,8,9,6,11,02/08/2012,2012
2-3 Aug,YouGov/The Sunday Times,1787,32,44,10,8,6,12,03/08/2012,2012
5-6 Aug,YouGov/The Sun,1738,34,44,10,6,6,10,06/08/2012,2012
07-Aug,Opinium,1960,31,40,10,10,9,9,07/08/2012,2012
6-7 Aug,YouGov/The Sun,1733,33,44,9,8,7,11,07/08/2012,2012
7-8 Aug,YouGov/The Sun,1715,33,42,11,6,7,9,08/08/2012,2012
8-9 Aug,YouGov/The Sun,1751,33,42,9,9,7,9,09/08/2012,2012
9-10 Aug,YouGov/The Sunday Times,1704,34,42,8,8,8,8,10/08/2012,2012
12-13 Aug,YouGov/The Sun,1742,34,42,9,6,8,8,13/08/2012,2012
11-13 Aug,Ipsos-MORI/Evening Standard,1007,32,42,11,4,11,10,13/08/2012,2012
13-14 Aug,YouGov/The Sun,1758,34,44,10,7,6,10,14/08/2012,2012
14-15 Aug,Angus Reid Public Opinion,2012,30,41,11,9,9,11,15/08/2012,2012
14-15 Aug,YouGov/The Sun,1711,34,43,10,6,7,9,15/08/2012,2012
15-16 Aug,YouGov/The Sun,1720,35,44,8,6,7,9,16/08/2012,2012
16-17 Aug,YouGov/The Sunday Times,1687,32,43,10,7,7,11,17/08/2012,2012
19-20 Aug,YouGov/The Sun,1725,34,44,8,7,7,10,20/08/2012,2012
20-21 Aug,YouGov/The Sun,1743,34,44,8,8,6,10,21/08/2012,2012
21-22 Aug,YouGov/The Sun,1674,33,42,10,6,9,9,22/08/2012,2012
22-23 Aug,YouGov/The Sun,1684,32,44,10,7,7,12,23/08/2012,2012
24-Aug,Survation/Mail on Sunday,1023,30,37,10,12,10,7,24/08/2012,2012
23-24 Aug,YouGov/The Sunday Times,1731,34,43,10,6,7,9,24/08/2012,2012
24-26 Aug,ICM/Guardian,1006,33,42,12,4,9,9,26/08/2012,2012
27-28 Aug,YouGov/The Sun,1695,32,44,10,8,6,12,28/08/2012,2012
28-29 Aug,YouGov/The Sun,1763,32,44,9,6,10,12,29/08/2012,2012
29-30 Aug,YouGov/The Sun,1653,33,42,10,8,7,9,30/08/2012,2012
30-31 Aug,Opinium,1947,31,42,8,9,10,11,31/08/2012,2012
30-31 Aug,YouGov/The Sunday Times,1739,35,41,9,7,14,6,31/08/2012,2012
2-3 Sep,YouGov/The Sun,1716,33,44,8,7,8,11,03/09/2012,2012
3-4 Sep,YouGov/The Sun,1698,34,40,10,7,9,6,04/09/2012,2012
4-5 Sep,YouGov/The Sun,1474,33,45,8,7,7,12,05/09/2012,2012
5-6 Sep,YouGov/The Sun,1311,33,45,8,6,7,12,06/09/2012,2012
6-7 Sep,YouGov/The Sunday Times,1860,33,43,10,7,7,10,07/09/2012,2012
9-10 Sep,YouGov/The Sun,1871,31,42,10,8,8,11,10/09/2012,2012
10-11 Sep,YouGov/The Sun,1682,31,44,9,8,8,13,11/09/2012,2012
11-12 Sep,YouGov/The Sun,1703,33,42,11,7,7,9,12/09/2012,2012
13-Sep,YouGov/The Sun,1671,34,44,9,7,6,10,13/09/2012,2012
12-13 Sep,YouGov/The Sun,1594,34,43,8,7,8,9,13/09/2012,2012
14-Sep,YouGov/The Sun,1594,34,43,8,7,8,9,14/09/2012,2012
13-14 Sep,YouGov/The Sunday Times,1671,34,44,9,7,6,10,14/09/2012,2012
16-Sep,YouGov/The Sunday Times,1671,34,44,9,7,5,10,16/09/2012,2012
16-17 Sep,YouGov/The Sun,1731,33,45,10,5,7,12,17/09/2012,2012
15-17 Sep,Ipsos-MORI/Evening Standard,1006,30,41,13,4,12,11,17/09/2012,2012
18-Sep,Opinium,1964,30,42,8,10,10,12,18/09/2012,2012
17-18 Sep,YouGov/The Sun,1744,34,43,8,8,6,9,18/09/2012,2012
18-19 Sep,YouGov/The Sun,1710,33,45,10,7,6,12,19/09/2012,2012
19-20 Sep,Survation/Mail on Sunday,1016,30,40,10,12,8,10,20/09/2012,2012
19-20 Sep,YouGov/The Sun,1906,35,41,9,7,8,6,20/09/2012,2012
21-Sep,Survation/Mail on Sunday,1012,29,41,10,12,8,12,21/09/2012,2012
20-21 Sep,YouGov/The Sunday Times,1608,34,43,8,8,7,9,21/09/2012,2012
19-21 Sep,TNS BMBR,1140,28,44,8,7,13,16,21/09/2012,2012
23-24 Sep,YouGov/The Sun,1739,32,43,9,7,9,11,24/09/2012,2012
25-Sep,Opinium,1969,29,39,9,11,12,10,25/09/2012,2012
24-25 Sep,YouGov/The Sun,1764,31,44,9,9,7,13,25/09/2012,2012
25-26 Sep,YouGov/The Sun,1760,32,41,9,9,8,9,26/09/2012,2012
26-27 Sep,YouGov/The Sun,1891,31,43,11,8,8,12,27/09/2012,2012
27-28 Sep,YouGov/The Sunday Times,1671,35,40,10,7,9,5,28/09/2012,2012
30 Sep-1 Oct,YouGov/The Sun,1710,34,43,9,7,7,9,01/10/2012,2012
02-Oct,Opinium,1965,30,41,9,11,9,11,02/10/2012,2012
1-2 Oct,YouGov/The Sun,1726,34,42,9,8,7,8,02/10/2012,2012
2-3 Oct,YouGov/The Sun,1641,31,45,10,7,7,14,03/10/2012,2012
3-4 Oct,YouGov/The Sun,1745,32,43,10,8,7,11,04/10/2012,2012
4-5 Oct,YouGov/The Sunday Times,1782,31,45,8,8,7,14,05/10/2012,2012
7-8 Oct,YouGov/The Sun,1697,34,44,8,7,7,10,08/10/2012,2012
8-9 Oct,YouGov/The Sun,1899,33,45,9,6,8,12,09/10/2012,2012
9-10 Oct,YouGov/The Sun,1912,34,41,8,10,7,7,10/10/2012,2012
10-11 Oct,YouGov/The Sun,1761,35,42,8,7,8,7,11/10/2012,2012
11-12 Oct,Angus Reid Public Opinion,2009,31,43,8,8,10,12,12/10/2012,2012
11-12 Oct,YouGov/The Sunday Times,1902,33,43,10,6,7,10,12/10/2012,2012
14-15 Oct,YouGov/The Sun,1704,34,43,9,7,8,9,15/10/2012,2012
11-15 Oct,TNS BMBR,1196,29,42,7,10,12,13,15/10/2012,2012
16-Oct,Opinium,1951,31,40,9,10,3,9,16/10/2012,2012
15-16 Oct,YouGov/The Sun,1766,34,43,9,7,7,9,16/10/2012,2012
16-17 Oct,YouGov/The Sun,1749,33,42,9,7,9,9,17/10/2012,2012
17-18 Oct,YouGov/The Sun,1830,34,42,10,9,6,8,18/10/2012,2012
18-19 Oct,YouGov/The Sunday Times,1734,32,43,9,9,7,11,19/10/2012,2012
21-22 Oct,YouGov/The Sun,1666,32,45,8,8,7,13,22/10/2012,2012
19-22 Oct,ICM/Guardian,1000,32,43,11,5,9,11,22/10/2012,2012
18-22 Oct,TNS BMBR,1154,30,44,8,7,11,14,22/10/2012,2012
22-23 Oct,YouGov/The Sun,1637,34,42,9,8,7,8,23/10/2012,2012
23-24 Oct,YouGov/The Sun,1818,33,43,9,8,8,10,24/10/2012,2012
20-24 Oct,Ipsos-MORI/Evening Standard,1005,33,43,9,6,9,10,24/10/2012,2012
24-25 Oct,YouGov/The Sun,1785,33,44,10,6,6,11,25/10/2012,2012
25-26 Oct,YouGov/The Sunday Times,1858,35,42,9,7,7,7,26/10/2012,2012
28-29 Oct,YouGov/The Sun,1681,33,43,9,8,7,10,29/10/2012,2012
25-29 Oct,TNS BMBR,1164,31,42,11,8,8,11,29/10/2012,2012
29-30 Oct,YouGov/The Sun,1936,32,44,9,8,7,12,30/10/2012,2012
31-Oct,Opinium,1966,30,41,9,10,10,11,31/10/2012,2012
30-31 Oct,YouGov/The Sun,1824,33,44,9,8,6,11,31/10/2012,2012
31 Oct - 1 Nov,YouGov/The Sun,1743,33,44,9,7,7,11,01/11/2012,2012
1-2 Nov,YouGov/The Sunday Times,1851,35,42,9,7,7,7,02/11/2012,2012
4-5 Nov,YouGov/The Sun,1608,35,44,8,7,6,9,05/11/2012,2012
1-5 Nov,TNS BMBR,1194,31,42,9,8,10,11,05/11/2012,2012
5-6 Nov,YouGov/The Sun,1816,35,42,9,7,7,7,06/11/2012,2012
6-7 Nov,YouGov/The Sun,1873,34,45,8,6,7,11,07/11/2012,2012
7-8 Nov,YouGov/The Sun,1859,33,44,9,7,7,11,08/11/2012,2012
8-9 Nov,YouGov/The Sunday Times,1642,32,44,8,8,7,12,09/11/2012,2012
11-12 Nov,YouGov/The Sun,1583,35,39,10,8,8,4,12/11/2012,2012
8-12 Nov,TNS BMBR,1161,31,41,9,9,10,10,12/11/2012,2012
13-Nov,Opinium,NA,32,39,8,10,11,7,13/11/2012,2012
12-13 Nov,YouGov/The Sun,1828,34,44,9,7,6,10,13/11/2012,2012
10-13 Nov,Ipsos-MORI/Evening Standard,1014,32,46,9,3,10,14,13/11/2012,2012
13-14 Nov,YouGov/The Sun,1864,35,42,8,7,8,7,14/11/2012,2012
14-15 Nov,YouGov/The Sun,1746,33,43,8,9,6,10,15/11/2012,2012
15-16 Nov,YouGov/The Sunday Times,1893,33,44,9,8,6,11,16/11/2012,2012
14-16 Nov,TNS BMBR,1156,31,39,11,7,12,8,16/11/2012,2012
16-18 Nov,ICM/Guardian,1001,32,40,13,7,8,8,18/11/2012,2012
18-19 Nov,YouGov/The Sun,1552,32,42,9,9,8,10,19/11/2012,2012
19-20 Nov,YouGov/The Sun,1627,33,42,10,8,7,9,20/11/2012,2012
20-21 Nov,YouGov/The Sun,1691,33,41,9,10,7,8,21/11/2012,2012
21-22 Nov,YouGov/The Sun,1808,31,43,10,9,7,12,22/11/2012,2012
22-23 Nov,YouGov/The Sunday Times,1812,33,44,9,8,6,11,23/11/2012,2012
25-26 Nov,YouGov/The Sun,1624,34,43,9,8,6,9,26/11/2012,2012
22-26 Nov,TNS BMBR,1212,31,41,8,10,10,10,26/11/2012,2012
26-27 Nov,YouGov/The Sun,1910,31,43,9,11,6,12,27/11/2012,2012
27-28 Nov,YouGov/The Sun,1842,32,44,11,8,6,12,28/11/2012,2012
28-29 Nov,YouGov/The Sun,1854,32,42,10,10,7,10,29/11/2012,2012
01-Dec,Opinium,1910,29,38,9,13,11,9,01/12/2012,2012
30 Nov - 1 Dec,YouGov/The Sunday Times,1773,31,44,10,10,6,13,01/12/2012,2012
2-3 Dec,YouGov/The Sun,1584,31,43,11,10,5,12,03/12/2012,2012
29 Nov - 3 Dec,TNS BMBR,1172,28,40,10,12,10,12,03/12/2012,2012
04-Dec,Angus Reid Public Opinion,2005,28,42,10,11,9,14,04/12/2012,2012
3-4 Dec,YouGov/The Sun,1743,30,44,11,10,5,14,04/12/2012,2012
4-5 Dec,YouGov/The Sun,1784,32,44,9,10,4,12,05/12/2012,2012
5-6 Dec,YouGov/The Sun,1899,32,42,10,9,8,10,06/12/2012,2012
6-7 Dec,YouGov/The Sunday Times,1779,33,42,10,9,6,9,07/12/2012,2012
9-10 Dec,YouGov/The Sun,1729,33,42,10,8,7,9,10/12/2012,2012
8-10 Dec,Ipsos-MORI/Evening Standard,1023,35,44,9,7,5,9,10/12/2012,2012
6-10 Dec,TNS BMBR,1171,26,41,8,16,9,15,10/12/2012,2012
10-11 Dec,YouGov/The Sun,1897,31,43,10,9,6,12,11/12/2012,2012
11-12 Dec,YouGov/The Sun,1805,31,44,12,9,5,13,12/12/2012,2012
12-13 Dec,YouGov/The Sun,1736,33,43,9,10,6,10,13/12/2012,2012
11-13 Dec,Opinium/Observer,1968,29,39,8,14,10,10,13/12/2012,2012
14-Dec,Survation/The Mail on Sunday,1003,30,38,9,14,9,8,14/12/2012,2012
13-14 Dec,YouGov/The Sunday Times,1794,33,45,9,8,5,12,14/12/2012,2012
15-16 Dec,ComRes/The Independent on Sunday; The Sunday Mirror,2002,28,39,9,14,10,11,16/12/2012,2012
14-16 Dec,Populus/The Times,1512,28,41,10,11,10,13,16/12/2012,2012
16-17 Dec,YouGov/The Sun,1633,31,43,9,11,5,12,17/12/2012,2012
13-17 Dec,TNS BMBR,1190,30,43,7,12,8,13,17/12/2012,2012
17-18 Dec,YouGov/The Sun,1816,32,43,9,10,6,11,18/12/2012,2012
18-19 Dec,YouGov/The Sun,1556,30,43,11,10,6,13,19/12/2012,2012
19-20 Dec,YouGov/The Sun,1923,33,41,11,10,6,8,20/12/2012,2012
20-21 Dec,YouGov/Sunday Times,1661,33,43,10,8,6,10,21/12/2012,2012
19-23 Dec,ICM/Guardian,1002,32,40,13,7,8,8,23/12/2012,2012
21-27 Dec,Opinium/Observer,1965,29,39,8,15,9,10,27/12/2012,2012
1-2 Jan,YouGov/The Sun,1760,31,43,11,9,6,12,02/01/2013,2013
2-3 Jan,YouGov/The Sun,2005,32,43,10,9,6,11,03/01/2013,2013
3-4 Jan,YouGov/The Sun,1988,32,43,10,9,6,11,04/01/2013,2013
05-Jan,Survation/Mail on Sunday,790,29,38,11,16,7,9,05/01/2013,2013
6-7 Jan,YouGov/The Sun,1750,32,41,11,9,7,9,07/01/2013,2013
4-7 Jan,TNS BMBR,1221,29,39,10,12,6,10,07/01/2013,2013
7-8 Jan,YouGov/The Sun,2050,32,44,11,10,9,12,08/01/2013,2013
8-9 Jan,YouGov/The Sun,1980,33,43,10,10,4,10,09/01/2013,2013
9-10 Jan,YouGov/The Sun,1971,31,42,11,10,5,11,10/01/2013,2013
10-11 Jan,YouGov/Sunday Times,1995,31,44,11,8,6,13,11/01/2013,2013
10-11 Jan,Angus Reid Public Opinion,2015,27,42,10,11,9,15,11/01/2013,2013
8-11 Jan,Opinium/Observer,1964,31,41,7,12,9,10,11/01/2013,2013
13-14 Jan,YouGov/The Sun,1714,31,44,11,9,5,13,14/01/2013,2013
12-14 Jan,Ipsos-MORI/Evening Standard,1015,30,43,8,9,11,13,14/01/2013,2013
11-14 Jan,TNS BMRB,1198,31,37,9,13,10,6,14/01/2013,2013
14-15 Jan,YouGov/The Sun,2007,32,44,10,9,5,12,15/01/2013,2013
15-16 Jan,YouGov/The Sun,1880,33,42,12,8,5,9,16/01/2013,2013
16-17 Jan,YouGov/The Sun,1887,34,44,9,8,5,10,17/01/2013,2013
17-18 Jan,YouGov/Sunday Times,1912,33,42,11,7,7,9,18/01/2013,2013
18-20 Jan,ICM/The Guardian,1001,33,38,15,6,7,5,20/01/2013,2013
20-21 Jan,YouGov/The Sun,1675,33,42,10,10,4,9,21/01/2013,2013
21-22 Jan,YouGov/The Sun,2119,31,41,12,10,5,10,22/01/2013,2013
22-23 Jan,YouGov/The Sun,2045,31,43,11,10,5,12,23/01/2013,2013
23-24 Jan,YouGov/The Sun,1843,33,43,10,9,5,10,24/01/2013,2013
22-24 Jan,Opinium/Observer,1949,28,41,8,14,9,13,24/01/2013,2013
22-24 Jan,TNS BMRB,1237,31,41,8,12,9,10,24/01/2013,2013
25-Jan,Survation/Mail on Sunday,1005,31,38,10,14,7,7,25/01/2013,2013
24-25 Jan,YouGov/Sunday Times,1943,35,41,12,7,5,6,25/01/2013,2013
24-25 Jan,Angus Reid Public Opinion,2004,30,39,10,12,9,9,25/01/2013,2013
23-25 Jan,ComRes/Sunday Mirror/Independent,2035,33,39,11,10,7,6,25/01/2013,2013
25-27 Jan,ComRes/Independent,1002,32,39,10,10,9,7,27/01/2013,2013
27-28 Jan,YouGov/The Sun,1727,35,41,10,9,5,6,28/01/2013,2013
28-29 Jan,YouGov/The Sun,1971,33,42,11,8,6,9,29/01/2013,2013
29-30 Jan,YouGov/The Sun,1939,33,42,10,7,7,9,30/01/2013,2013
30-31 Jan,YouGov/The Sun,1914,32,44,10,8,5,12,31/01/2013,2013
31 Jan - 1 Feb,YouGov/Sunday Times,2030,34,41,12,8,5,7,01/02/2013,2013
3-4 Feb,YouGov/The Sun,1712,30,45,11,9,5,15,04/02/2013,2013
31 Jan - 4 Feb,TNS BMRB,1199,28,41,10,11,10,13,04/02/2013,2013
4-5 Feb,YouGov/The Sun,1962,32,42,11,8,7,10,05/02/2013,2013
5-6 Feb,YouGov/The Sun,1955,31,42,12,9,5,11,06/02/2013,2013
6-7 Feb,YouGov/The Sun,1917,33,41,11,9,6,8,07/02/2013,2013
5-7 Feb,Opinium/Observer,1953,29,39,8,14,9,10,07/02/2013,2013
7-8 Feb,YouGov/Sunday Times,1930,32,41,11,9,7,9,08/02/2013,2013
8-10 Feb,ICM/The Guardian,1001,29,41,13,9,8,12,10/02/2013,2013
10-11 Feb,YouGov/The Sun,1691,31,42,11,9,7,11,11/02/2013,2013
9-11 Feb,Ipsos-MORI/Evening Standard,1018,30,42,7,9,12,12,11/02/2013,2013
7-11 Feb,TNS BMRB,1197,31,41,10,10,8,10,11/02/2013,2013
11-12 Feb,YouGov/The Sun,1902,32,43,10,9,6,11,12/02/2013,2013
12-13 Feb,YouGov/The Sun,1946,32,42,9,9,7,10,13/02/2013,2013
13-14 Feb,ComRes/Sunday Mirror/Independent,2002,31,36,8,14,10,5,14/02/2013,2013
13-14 Feb,YouGov/The Sun,1892,31,42,11,10,5,11,14/02/2013,2013
14-15 Feb,YouGov/Sunday Times,1871,32,43,12,9,4,11,15/02/2013,2013
17-18 Feb,YouGov/The Sun,1713,32,41,12,8,7,9,18/02/2013,2013
14-18 Feb,TNS BMRB,1211,29,38,11,12,10,9,18/02/2013,2013
18-19 Feb,YouGov/The Sun,1855,29,44,11,11,5,15,19/02/2013,2013
19-20 Feb,YouGov/The Sun,1968,33,43,9,10,5,10,20/02/2013,2013
20-21 Feb,YouGov/The Sun,1920,31,45,11,9,4,14,21/02/2013,2013
19-21 Feb,Opinium/Observer,1956,29,41,8,13,9,12,21/02/2013,2013
22-24 Feb,YouGov/The Sunday Times,1964,32,43,11,9,5,11,24/02/2013,2013
22-24 Feb,ComRes/Independent,1005,31,43,8,9,9,12,24/02/2013,2013
24-25 Feb,YouGov/The Sun,1704,32,44,10,8,6,12,25/02/2013,2013
25-26 Feb,YouGov/The Sun,1925,32,42,12,9,4,10,26/02/2013,2013
26-27 Feb,YouGov/The Sun,1966,32,43,11,8,6,11,27/02/2013,2013
27-28 Feb,YouGov/The Sun,1761,29,42,12,11,6,13,28/02/2013,2013
28 Feb - 1 Mar,YouGov/Sunday Times,1897,31,42,10,11,5,11,01/03/2013,2013
3-4 Mar,YouGov/The Sun,1727,31,40,12,12,6,9,04/03/2013,2013
28 Feb - 4 Mar,TNS BMRB,1194,29,38,11,14,9,9,04/03/2013,2013
4-5 Mar,YouGov/The Sun,1906,29,42,11,12,6,13,05/03/2013,2013
5-6 Mar,YouGov/The Sun,1964,31,41,11,12,6,10,06/03/2013,2013
6-7 Mar,YouGov/The Sun,1865,32,41,11,11,6,9,07/03/2013,2013
5-7 Mar,Opinium/Observer,1950,27,39,8,17,9,12,07/03/2013,2013
7-8 Mar,YouGov/Sunday Times,1525,31,41,12,11,5,10,08/03/2013,2013
8-10 Mar,ICM/The Guardian,1002,31,39,15,7,8,8,10/03/2013,2013
10-11 Mar,YouGov/The Sun,1684,32,40,11,11,6,8,11/03/2013,2013
9-11 Mar,Ipsos-MORI/Evening Standard,1009,27,40,11,13,8,13,11/03/2013,2013
7-11 Mar,TNS BMRB,1191,25,38,11,15,10,13,11/03/2013,2013
11-12 Mar,YouGov/The Sun,1969,29,43,11,12,5,14,12/03/2013,2013
12-13 Mar,YouGov/The Sun,1871,31,40,11,12,7,9,13/03/2013,2013
13-14 Mar,ComRes/Sunday Mirror/Independent,2015,28,37,9,17,9,9,14/03/2013,2013
13-14 Mar,YouGov/The Sun,1962,30,42,11,11,7,12,14/03/2013,2013
14-15 Mar,YouGov/Sunday Times,1918,29,41,12,12,6,12,15/03/2013,2013
17-18 Mar,YouGov/The Sun,1779,32,40,11,10,6,8,18/03/2013,2013
14-18 Mar,TNS BMRB,1205,26,39,13,13,8,13,18/03/2013,2013
18-19 Mar,YouGov/The Sun,1920,31,41,11,11,6,10,19/03/2013,2013
19-20 Mar,YouGov/The Sun,1942,30,41,11,12,6,11,20/03/2013,2013
20-21 Mar,YouGov/The Sun,1925,32,41,11,10,6,9,21/03/2013,2013
19-21 Mar,Opinium/Observer,1958,28,38,9,16,9,10,21/03/2013,2013
21-22 Mar,YouGov/Sunday Times,1937,30,41,12,12,5,11,22/03/2013,2013
22-24 Mar,ComRes/Independent,1003,28,38,12,14,8,10,24/03/2013,2013
24-25 Mar,YouGov/The Sun,1655,30,41,13,11,7,11,25/03/2013,2013
21-25 Mar,TNS BMRB,1204,27,37,10,17,10,10,25/03/2013,2013
25-26 Mar,YouGov/The Sun,2047,30,39,13,12,5,9,26/03/2013,2013
26-27 Mar,YouGov/The Sun,1867,30,40,12,13,5,10,27/03/2013,2013
27-28 Mar,YouGov/The Sun,1918,29,42,11,13,5,13,28/03/2013,2013
1-2 Apr,YouGov/The Sun,1757,30,43,11,10,6,13,02/04/2013,2013
2-3 Apr,YouGov/The Sun,1994,33,41,9,11,6,8,03/04/2013,2013
3-4 Apr,YouGov/The Sun,2013,30,42,11,12,6,12,04/04/2013,2013
2-4 Apr,Opinium/Observer,1948,28,38,8,17,9,10,04/04/2013,2013
4-5 Apr,YouGov/Sunday Times,1991,30,40,11,13,5,10,05/04/2013,2013
7-8 Apr,YouGov/The Sun,1765,30,40,12,12,6,10,08/04/2013,2013
4-8 Apr,TNS BMRB,1184,25,40,10,14,11,15,08/04/2013,2013
8-9 Apr,YouGov/The Sun,1893,33,41,10,10,5,8,09/04/2013,2013
9-10 Apr,YouGov/The Sun,2035,28,42,12,11,7,14,10/04/2013,2013
10-11 Apr,ComRes/Independent/Sunday Mirror,2012,30,38,8,15,7,8,11/04/2013,2013
10-11 Apr,YouGov/The Sun,1976,32,42,9,11,6,10,11/04/2013,2013
11-12 Apr,YouGov/Sunday Times,1982,31,42,12,11,5,11,12/04/2013,2013
12-13 Apr,Angus Reid Public Opinion,2004,27,39,8,16,10,12,13/04/2013,2013
12-14 Apr,ICM/The Guardian,1005,32,38,15,9,7,6,14/04/2013,2013
13-15 Apr,Ipsos-MORI/Evening Standard,1010,29,38,10,15,8,9,15/04/2013,2013
14-15 Apr,YouGov/The Sun,1609,31,39,12,12,6,8,15/04/2013,2013
15-16 Apr,YouGov/The Sun,1952,33,40,10,11,6,7,16/04/2013,2013
16-17 Apr,YouGov/The Sun,1937,30,41,10,12,6,11,17/04/2013,2013
17-18 Apr,YouGov/The Sun,1912,33,40,10,11,7,7,18/04/2013,2013
16-18 Apr,Opinium/Observer,1969,29,35,8,17,11,6,18/04/2013,2013
18-19 Apr,YouGov/Sunday Times,1903,32,40,11,10,7,8,19/04/2013,2013
21-22 Apr,YouGov/The Sun,1722,32,39,11,13,7,7,22/04/2013,2013
22-23 Apr,YouGov/The Sun,1934,33,40,10,12,6,7,23/04/2013,2013
23-24 Apr,YouGov/The Sun,1997,31,39,10,11,8,8,24/04/2013,2013
24-25 Apr,YouGov/The Sun,1836,32,40,11,12,6,8,25/04/2013,2013
25-26 Apr,YouGov/Sunday Times,1898,31,40,11,11,8,9,26/04/2013,2013
26-28 Apr,ComRes/Independent,1001,32,38,9,13,8,6,28/04/2013,2013
26-28 Apr,Survation/Mail on Sunday,1001,29,36,12,16,8,7,28/04/2013,2013
28-29 Apr,YouGov/The Sun,1632,30,39,11,14,7,9,29/04/2013,2013
29-30 Apr,YouGov/The Sun,1891,30,39,11,14,6,9,30/04/2013,2013
30 Apr - 1 May,YouGov/The Sun,1784,33,39,10,13,5,6,01/05/2013,2013
1-2 May,YouGov/The Sun,1851,32,43,9,10,5,11,02/05/2013,2013
30 Apr - 2 May,Opinium/Observer,1951,28,35,9,17,11,7,02/05/2013,2013
2-3 May,YouGov/Sunday Times,1959,30,40,11,12,7,10,03/05/2013,2013
6-7 May,YouGov/The Sun,2000,29,39,9,16,6,10,07/05/2013,2013
7-8 May,YouGov/The Sun,1931,27,38,11,17,6,11,08/05/2013,2013
8-9 May,YouGov/The Sun,1876,30,39,10,14,6,9,09/05/2013,2013
9-10 May,YouGov/Sunday Times,1945,30,39,9,16,6,9,10/05/2013,2013
10-12 May,ICM/The Guardian,1001,28,34,11,18,9,6,12/05/2013,2013
